class_name,path
wildboar,./binarysoundset/train/S-211109_A_205_D_250_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_771_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_555_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_475_0001_6.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_770_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_C_035_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_501_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_152_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_385_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_766_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_463_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_532_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_552_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_484_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_648_0001_7.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_498_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_210_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_807_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_489_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_283_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_476_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_228_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_467_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_338_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_212_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_630_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_386_0001_6.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_744_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_622_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_750_0001_7.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_346_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_208_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_635_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_660_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_030_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_499_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_501_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_746_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_532_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_486_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_583_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_741_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_576_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_315_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_638_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_246_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_363_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_042_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_658_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_511_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_248_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_356_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_359_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_595_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_002_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_700_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_575_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_615_0001_7.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_484_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_475_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_046_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_517_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_333_0001_6.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_348_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_739_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_447_0001_10.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_595_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_133_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_702_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_772_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_511_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_413_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_156_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_437_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_738_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_507_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_580_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_752_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_430_0001_7.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_504_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_482_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_651_0001_7.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_719_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_403_0001_6.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_660_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_121_0001_6.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_622_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_712_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_369_0001_8.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_504_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_565_0001_6.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_477_0001_6.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_338_0001_7.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_659_0001_6.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_346_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_704_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_489_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_411_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_266_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_502_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_C_004_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_747_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_710_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_575_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_634_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_041_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_722_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_C_018_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_356_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_469_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_369_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_614_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_372_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_507_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_132_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_406_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_383_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_568_0001_6.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_653_0001_6.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_415_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_344_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_735_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_578_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_639_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_046_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_347_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_705_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_478_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_030_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_738_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_630_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_663_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_654_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_205_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_415_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_548_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_382_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_702_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_321_0001_6.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_476_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_782_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_347_0001_9.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_471_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_699_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_353_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_569_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_541_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_653_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_501_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_484_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_496_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_548_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_433_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_734_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_466_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_451_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_738_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_478_0001_8.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_414_0001_8.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_398_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_453_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_795_0001_6.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_370_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_333_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_418_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_420_0001_7.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_451_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_615_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_720_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_470_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_453_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_404_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_135_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_400_0001_2.wav
wildboar,./binarysoundset/train/S-210901_A_205_D_001_0001_6.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_420_0001_6.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_706_0001_6.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_573_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_299_0001_1.wav
